index,xy,r,theta,value
"(1.92307692, -1.0)",[ 1.92307692 -1.        ],2.167538890132467,-0.47951929264750803,(0.06827197880522383+0.44706123998479347j)
"(2.07692308, -1.0)",[ 2.07692308 -1.        ],2.305126781814112,-0.4487233434316566,(-0.3696382917655475+0.23258917783144753j)
"(2.23076923, -1.0)",[ 2.23076923 -1.        ],2.444653627308947,-0.4214192070165171,(-0.34983354991782184-0.23767074670170316j)
"(2.38461538, -1.0)",[ 2.38461538 -1.        ],2.5858055825085815,-0.3970794459152478,(0.0743781975300586-0.40345678257657047j)
"(2.53846154, -1.0)",[ 2.53846154 -1.        ],2.7283304400418897,-0.37527082264928,(0.3874797072740064-0.09221554655888439j)
"(2.69230769, -1.0)",[ 2.69230769 -1.        ],2.87202379823586,-0.35563588458053025,(0.23426095364388824+0.3078584292094612j)
"(2.84615385, -1.0)",[ 2.84615385 -1.        ],3.0167187038021663,-0.33787818781765167,(-0.18123168930311334+0.3292335624741562j)
"(3.0, -1.0)",[ 3. -1.],3.1622776601683795,-0.3217505543966422,(-0.36383044524978436-0.03144249253953653j)
"(-3.0, -0.84615385)",[-3.         -0.84615385],3.117046091714048,-2.8666828109215445,(0.28146394350224047-0.33461666358774944j)
"(-2.84615385, -0.84615385)",[-2.84615385 -0.84615385],2.9692706302625305,-2.8526172427247434,(-0.18505389138760844-0.4106153664560505j)
"(-2.69230769, -0.84615385)",[-2.69230769 -0.84615385],2.822144049389215,-2.8370817688423613,(-0.4645131573509541-0.013335937906208413j)
"(-2.53846154, -0.84615385)",[-2.53846154 -0.84615385],2.675773407433633,-2.819842098011333,(-0.22426255262998038+0.42481360028919984j)
"(-2.38461538, -0.84615385)",[-2.38461538 -0.84615385],2.5302898743824525,-2.80061369805093,(0.28996609550071006+0.4043944102001024j)
"(-2.23076923, -0.84615385)",[-2.23076923 -0.84615385],2.3858557574557215,-2.779048414703664,(0.510727092286876-0.07806854616976537j)
"(-2.07692308, -0.84615385)",[-2.07692308 -0.84615385],2.2426738100103876,-2.754716934788177,(0.17323489403275494-0.5091660947430946j)
"(-1.92307692, -0.84615385)",[-1.92307692 -0.84615385],2.101000042386127,-2.727085776739592,(-0.3833310740046555-0.4102767270568585j)
"(-1.76923077, -0.84615385)",[-1.76923077 -0.84615385],1.961161353735234,-2.6954871030463896,(-0.570546704066079+0.1425488166055043j)
"(-1.61538462, -0.84615385)",[-1.61538462 -0.84615385],1.823579942969972,-2.6590793578733662,(-0.17197064726947522+0.5937528634397957j)
"(-1.46153846, -0.84615385)",[-1.46153846 -0.84615385],1.6888075698341107,-2.6167968795123002,(0.43741405966826485+0.48396084846851223j)
"(-1.30769231, -0.84615385)",[-1.30769231 -0.84615385],1.557573598743558,-2.567287822146799,(0.6842993881031887-0.09872863072143119j)
"(-1.15384615, -0.84615385)",[-1.15384615 -0.84615385],1.4308519405374007,-2.5088438148303847,(0.35416155946015837-0.6453230467656803j)
"(-1.0, -0.84615385)",[-1.         -0.84615385],1.3099527998633471,-2.439335719839407,(-0.26660773421437856-0.7409486110256998j)
"(-0.84615385, -0.84615385)",[-0.84615385 -0.84615385],1.1966422505242096,-2.356194490192345,(-0.7448467079697731-0.4020878249103863j)
"(-0.69230769, -0.84615385)",[-0.69230769 -0.84615385],1.093282340250202,-2.2565258338397967,(-0.9132438164352374+0.05348655636937586j)
"(-0.53846154, -0.84615385)",[-0.53846154 -0.84615385],1.002954220255837,-2.1375255435536973,(-0.937181519998629+0.3392799403527175j)
"(0.53846154, -0.84615385)",[ 0.53846154 -0.84615385],1.002954220255837,-1.004067110036096,(-0.9393410629521293-0.32477067005967075j)
"(0.69230769, -0.84615385)",[ 0.69230769 -0.84615385],1.093282340250202,-0.8850668197499965,(-0.021495428800459446-0.8520247285804653j)
"(0.84615385, -0.84615385)",[ 0.84615385 -0.84615385],1.1966422505242096,-0.7853981633974483,(0.6914419317459494-0.30165251179419034j)
"(1.0, -0.84615385)",[ 1.         -0.84615385],1.3099527998633471,-0.7022569337503863,(0.4954077736881438+0.4716626992118294j)
"(1.15384615, -0.84615385)",[ 1.15384615 -0.84615385],1.4308519405374007,-0.6327488387594086,(-0.21981927694691739+0.5905406068999994j)
"(1.30769231, -0.84615385)",[ 1.30769231 -0.84615385],1.557573598743558,-0.5743048314429945,(-0.5860797338145431+0.029503157553559718j)
"(1.46153846, -0.84615385)",[ 1.46153846 -0.84615385],1.6888075698341107,-0.5247957740774932,(-0.2435808872842751-0.4947896410685857j)
"(1.61538462, -0.84615385)",[ 1.61538462 -0.84615385],1.823579942969972,-0.4825132957164271,(0.33875417326352686-0.39787849337698583j)
"(1.76923077, -0.84615385)",[ 1.76923077 -0.84615385],1.961161353735234,-0.4461055505434036,(0.4768763968564347+0.14513982421259944j)
"(1.92307692, -0.84615385)",[ 1.92307692 -0.84615385],2.101000042386127,-0.4145068768502015,(0.055673457207921676+0.47457593986741425j)
"(2.07692308, -0.84615385)",[ 2.07692308 -0.84615385],2.2426738100103876,-0.3868757188016163,(-0.3961675372550896+0.23276953231205427j)
"(2.23076923, -0.84615385)",[ 2.23076923 -0.84615385],2.3858557574557215,-0.36254423888612924,(-0.35939163153782544-0.2584949539108373j)
"(2.38461538, -0.84615385)",[ 2.38461538 -0.84615385],2.5302898743824525,-0.34097895553886326,(0.08760965523164603-0.4179493455450323j)
"(2.53846154, -0.84615385)",[ 2.53846154 -0.84615385],2.675773407433633,-0.32175055557846033,(0.4031931336104312-0.08613681287256202j)
"(2.69230769, -0.84615385)",[ 2.69230769 -0.84615385],2.822144049389215,-0.304510884747432,(0.23383339089662447+0.3225612008041918j)
"(2.84615385, -0.84615385)",[ 2.84615385 -0.84615385],2.9692706302625305,-0.28897541086504963,(-0.1939352826325327+0.33299206089569894j)
"(3.0, -0.84615385)",[ 3.         -0.84615385],3.117046091714048,-0.27490984266824864,(-0.3708030542853804-0.041710497571368584j)
"(-3.0, -0.69230769)",[-3.         -0.69230769],3.078845552741017,-2.9147938062662444,(0.19992583436176328-0.3913916098218968j)
"(-2.84615385, -0.69230769)",[-2.84615385 -0.69230769],2.9291435054471058,-2.9029833321574543,(-0.27938723255803866-0.35666765614567186j)
"(-2.69230769, -0.69230769)",[-2.69230769 -0.69230769],2.7798939971276373,-2.88990268242885,(-0.4557950719597925+0.10583379751524156j)
"(-2.53846154, -0.69230769)",[-2.53846154 -0.69230769],2.631174058798146,-2.875340605438868,(-0.1014052549003134+0.47353165667928365j)
"(-2.38461538, -0.69230769)",[-2.38461538 -0.69230769],2.483078824396374,-2.859037701494486,(0.39886065606326454+0.3054121295330463j)
"(-2.23076923, -0.69230769)",[-2.23076923 -0.69230769],2.33572714484118,-2.840672420075355,(0.46572663557583677-0.23689749175661387j)
"(-2.07692308, -0.69230769)",[-2.07692308 -0.69230769],2.1892691515366085,-2.8198421006375955,(-0.010042512201942817-0.5450312816900437j)
"(-1.92307692, -0.69230769)",[-1.92307692 -0.69230769],2.043896958721213,-2.796037073560489,(-0.5161773656469448-0.24340038533436154j)
"(-1.76923077, -0.69230769)",[-1.76923077 -0.69230769],1.8998598514490297,-2.7686049330684206,(-0.473127219271164+0.36872425987218976j)
"(-1.61538462, -0.69230769)",[-1.61538462 -0.69230769],1.7574861046863728,-2.7367008695460893,(0.11436582773736358+0.6229930626722484j)
"(-1.46153846, -0.69230769)",[-1.46153846 -0.69230769],1.6172150777470224,-2.6992184314954013,(0.6391506959334605+0.20897384683862752j)
"(-1.30769231, -0.69230769)",[-1.30769231 -0.69230769],1.4796449287806424,-2.6546934238866324,(0.534025467409561-0.4804777005293137j)
"(-1.15384615, -0.69230769)",[-1.15384615 -0.69230769],1.345604278940491,-2.601173153319209,(-0.1336452540699883-0.7613384198967729j)
"(-1.0, -0.69230769)",[-1.         -0.69230769],1.2162606372127382,-2.536047991544823,(-0.7579319765910082-0.3592595645895257j)
"(-0.84615385, -0.69230769)",[-0.84615385 -0.69230769],1.093282340250202,-2.455863146544893,(-0.8404253285406916+0.37270169227125544j)
"(0.84615385, -0.69230769)",[ 0.84615385 -0.69230769],1.093282340250202,-0.6857295070449002,(0.8635425586201949-0.12191579051573008j)
"(1.0, -0.69230769)",[ 1.         -0.69230769],1.2162606372127382,-0.60554466204497,(0.4216889115720631+0.6427453240577407j)
"(1.15384615, -0.69230769)",[ 1.15384615 -0.69230769],1.345604278940491,-0.5404195002705842,(-0.36794599038645515+0.590609704039969j)
"(1.30769231, -0.69230769)",[ 1.30769231 -0.69230769],1.4796449287806424,-0.48689922970316096,(-0.6354891914563878-0.08296878346260263j)
"(1.46153846, -0.69230769)",[ 1.46153846 -0.69230769],1.6172150777470224,-0.442374222094392,(-0.17356387158982803-0.5721787214577356j)
"(1.61538462, -0.69230769)",[ 1.61538462 -0.69230769],1.7574861046863728,-0.40489178404370413,(0.42406028957576253-0.3704986795092986j)
"(1.76923077, -0.69230769)",[ 1.76923077 -0.69230769],1.8998598514490297,-0.37298772052137247,(0.4853703027153389+0.22197694724481623j)
"(1.92307692, -0.69230769)",[ 1.92307692 -0.69230769],2.043896958721213,-0.3455555800293042,(-0.002551051611447035+0.5079742277473107j)
"(2.07692308, -0.69230769)",[ 2.07692308 -0.69230769],2.1892691515366085,-0.3217505529521978,(-0.4430190895840516+0.19706502713084573j)
"(2.23076923, -0.69230769)",[ 2.23076923 -0.69230769],2.33572714484118,-0.30092023351443814,(-0.3457856549732889-0.30918309142325595j)
"(2.38461538, -0.69230769)",[ 2.38461538 -0.69230769],2.483078824396374,-0.28255495209530723,(0.1348537352877933-0.4237148605157271j)
"(2.53846154, -0.69230769)",[ 2.53846154 -0.69230769],2.631174058798146,-0.26625204815092535,(0.4244511842147646-0.047699557722491265j)
"(2.69230769, -0.69230769)",[ 2.69230769 -0.69230769],2.7798939971276373,-0.25168997116094327,(0.20804140510649738+0.3546250742853376j)
"(2.84615385, -0.69230769)",[ 2.84615385 -0.69230769],2.9291435054471058,-0.23860932143233893,(-0.23138580381316262+0.3221338845233331j)
"(3.0, -0.69230769)",[ 3.         -0.69230769],3.078845552741017,-0.2267988473235488,(-0.3752943636069502-0.07867519336152004j)
"(-3.0, -0.53846154)",[-3.         -0.53846154],3.0479404242962445,-2.9639964858094903,(0.13540528991342515-0.4196605810325247j)
"(-2.84615385, -0.53846154)",[-2.84615385 -0.53846154],2.8966416015670617,-2.954613383395847,(-0.3371141182945343-0.3053720214036359j)
"(-2.69230769, -0.53846154)",[-2.69230769 -0.53846154],2.745625889973415,-2.9441970930256267,(-0.43118361417755807+0.18735088084081397j)
"(-2.53846154, -0.53846154)",[-2.53846154 -0.53846154],2.5949427392754436,-2.9325697103265864,(-0.00785457958338366+0.48693686250927165j)
"(-2.38461538, -0.53846154)",[-2.38461538 -0.53846154],2.444653623847705,-2.9195107506546103,(0.4568269015760514+0.21706180167207442j)
"(-2.23076923, -0.53846154)",[-2.23076923 -0.53846154],2.2948359827172755,-2.904743891912536,(0.4036107143283013-0.3385808179759054j)
"(-2.07692308, -0.53846154)",[-2.07692308 -0.53846154],2.145588569669371,-2.88791855711696,(-0.1450146077617247-0.531178335327496j)
"(-1.92307692, -0.53846154)",[-1.92307692 -0.53846154],1.9970392260283367,-2.8685839493458127,(-0.5696661692067173-0.09657671733567244j)
"(-1.76923077, -0.53846154)",[-1.76923077 -0.53846154],1.849356198133276,-2.8461518157713326,(-0.3471444312414747+0.5005961571564151j)
"(-1.61538462, -0.53846154)",[-1.61538462 -0.53846154],1.7027648988018622,-2.819842099193151,(0.32131687106078627+0.5603274971916926j)
"(-1.46153846, -0.53846154)",[-1.46153846 -0.53846154],1.5575735938049102,-2.7886022644945903,(0.6879192810815735-0.047639588664305614j)
"(-1.30769231, -0.53846154)",[-1.30769231 -0.53846154],1.4142135650927365,-2.750985609507491,(0.284888210054149-0.685509495118397j)
"(-1.15384615, -0.53846154)",[-1.15384615 -0.53846154],1.2733034861842616,-2.704965491403989,(-0.5176278603928931-0.6197682873287614j)
"(-1.0, -0.53846154)",[-1.         -0.53846154],1.1357556207473383,-2.6476512834775514,(-0.8747809748137036+0.16302135104239138j)
"(-0.84615385, -0.53846154)",[-0.84615385 -0.53846154],1.002954220255837,-2.574863436830993,(-0.37303484063935816+0.9247668038301305j)
"(0.84615385, -0.53846154)",[ 0.84615385 -0.53846154],1.002954220255837,-0.5667292167588005,(0.9406705520467229+0.3280526640957485j)
"(1.0, -0.53846154)",[ 1.         -0.53846154],1.1357556207473383,-0.49394137011224176,(0.16092089095519238+0.8502004702309812j)
"(1.15384615, -0.53846154)",[ 1.15384615 -0.53846154],1.2733034861842616,-0.43662716218580416,(-0.6065246345347246+0.48302899196250737j)
"(1.30769231, -0.53846154)",[ 1.30769231 -0.53846154],1.4142135650927365,-0.3906070440823022,(-0.6431499271909262-0.29660489127893785j)
"(1.46153846, -0.53846154)",[ 1.46153846 -0.53846154],1.5575735938049102,-0.35299038909520314,(-0.01538487714291522-0.6551395127644979j)
"(1.61538462, -0.53846154)",[ 1.61538462 -0.53846154],1.7027648988018622,-0.32175055439664224,(0.5446196891619416-0.27829014943262725j)
"(1.76923077, -0.53846154)",[ 1.76923077 -0.53846154],1.849356198133276,-0.2954408378184605,(0.45556048848458264+0.3496548062912406j)
"(1.92307692, -0.53846154)",[ 1.92307692 -0.53846154],1.9970392260283367,-0.27300870424398066,(-0.11576098941844196+0.5292864085294434j)
"(2.07692308, -0.53846154)",[ 2.07692308 -0.53846154],2.145588569669371,-0.25367409647283296,(-0.5009076622188793+0.11199446386080061j)
"(2.23076923, -0.53846154)",[ 2.23076923 -0.53846154],2.2948359827172755,-0.23684876167725732,(-0.29607543539709474-0.38808898023050636j)
"(2.38461538, -0.53846154)",[ 2.38461538 -0.53846154],2.444653623847705,-0.22208190293518315,(0.21943258174062985-0.41103075254633337j)
"(2.53846154, -0.53846154)",[ 2.53846154 -0.53846154],2.5949427392754436,-0.20902294326320664,(0.4454011934106447+0.02861022750173154j)
"(2.69230769, -0.53846154)",[ 2.69230769 -0.53846154],2.745625889973415,-0.1973955605641665,(0.15113784987803344+0.4014456761785575j)
"(2.84615385, -0.53846154)",[ 2.84615385 -0.53846154],2.8966416015670617,-0.18697927019394636,(-0.2932005370978349+0.291639718816997j)
"(3.0, -0.53846154)",[ 3.         -0.53846154],3.0479404242962445,-0.17759616778030318,(-0.3732655684017933-0.14331348914702075j)
"(-3.0, -0.38461538)",[-3.         -0.38461538],3.024554345772703,-3.0140830968881382,(0.0967228086260258-0.4308783985860781j)
"(-2.84615385, -0.38461538)",[-2.84615385 -0.38461538],2.872023803592576,-3.0072712134087043,(-0.36582534983065246-0.2717268953993744j)
"(-2.69230769, -0.38461538)",[-2.69230769 -0.38461538],2.719641463164893,-2.9996956005456292,(-0.41040029188080596+0.231584174418634j)
"(-2.53846154, -0.38461538)",[-2.53846154 -0.38461538],2.5674337344110203,-2.9912212274498042,(0.046522352223627425+0.4862294501865991j)
"(-2.38461538, -0.38461538)",[-2.38461538 -0.38461538],2.415433605186673,-2.981679532013724,(0.4813986479661848+0.16122977079422268j)
"(-2.23076923, -0.38461538)",[-2.23076923 -0.38461538],2.2636829168519466,-2.9708574440660116,(0.35771258959940283-0.39018732996544936j)
"(-2.07692308, -0.38461538)",[-2.07692308 -0.38461538],2.1122354202998372,-2.9584818387411023,(-0.2206405799077156-0.5081543987356517j)
"(-1.92307692, -0.38461538)",[-1.92307692 -0.38461538],1.9611613474595175,-2.9441970957399124,(-0.582324628782354-0.005788764306984245j)
"(-1.76923077, -0.38461538)",[-1.76923077 -0.38461538],1.8105541991465866,-2.9275319726071993,(-0.2566062274854662+0.5594052177122316j)
"(-1.61538462, -0.38461538)",[-1.61538462 -0.38461538],1.6605410145687725,-2.9078494760685314,(0.4316248602820516+0.4922933699248097j)
"(-1.46153846, -0.38461538)",[-1.46153846 -0.38461538],1.511298666905955,-2.884268941313005,(0.6713131913532718-0.20609219468566325j)
"(-1.30769231, -0.38461538)",[-1.30769231 -0.38461538],1.3630803968092566,-2.8555412155985898,(0.09542454523790078-0.7551751090606196j)
"(-1.15384615, -0.38461538)",[-1.15384615 -0.38461538],1.216260633418005,-2.819842101793151,(-0.7123748961365076-0.43856655224897106j)
"(-1.0, -0.38461538)",[-1.         -0.38461538],1.0714144812034905,-2.7744188237921925,(-0.7792818296761058+0.5195741495000724j)
"(1.0, -0.38461538)",[ 1.         -0.38461538],1.0714144812034905,-0.36717382979760066,(-0.3063913188554443+0.8981498063817163j)
"(1.15384615, -0.38461538)",[ 1.15384615 -0.38461538],1.216260633418005,-0.3217505517966422,(-0.8374514169687456+0.18767918060021807j)
"(1.30769231, -0.38461538)",[ 1.30769231 -0.38461538],1.3630803968092566,-0.2860514379912036,(-0.5244778668990698-0.5808591595117983j)
"(1.46153846, -0.38461538)",[ 1.46153846 -0.38461538],1.511298666905955,-0.25732371227678813,(0.24248173301780124-0.6772766516622397j)
"(1.61538462, -0.38461538)",[ 1.61538462 -0.38461538],1.6605410145687725,-0.23374317752126195,(0.6600868441772686-0.08879361407829088j)
"(1.76923077, -0.38461538)",[ 1.76923077 -0.38461538],1.8105541991465866,-0.21406068098259406,(0.35044904660229137+0.5123770142602034j)
"(1.92307692, -0.38461538)",[ 1.92307692 -0.38461538],1.9611613474595175,-0.19739555784988075,(-0.2860063804052702+0.5070847150150423j)
"(2.07692308, -0.38461538)",[ 2.07692308 -0.38461538],2.1122354202998372,-0.18311081484869104,(-0.5480784427876995-0.03459561486457071j)
"(2.23076923, -0.38461538)",[ 2.23076923 -0.38461538],2.2636829168519466,-0.17073520952378166,(-0.1941983496774681-0.4832268272863277j)
"(2.38461538, -0.38461538)",[ 2.38461538 -0.38461538],2.415433605186673,-0.15991312157606916,(0.33741626057136254-0.3638920294886407j)
"(2.53846154, -0.38461538)",[ 2.53846154 -0.38461538],2.5674337344110203,-0.1503714261399891,(0.45228430279113685+0.14482359329611966j)
"(2.69230769, -0.38461538)",[ 2.69230769 -0.38461538],2.719641463164893,-0.14189705304416395,(0.05704146814149374+0.4526225198744083j)
"(2.84615385, -0.38461538)",[ 2.84615385 -0.38461538],2.872023803592576,-0.13432144018108905,(-0.37285718855476263+0.2330529130103984j)
"(3.0, -0.38461538)",[ 3.         -0.38461538],3.024554345772703,-0.1275095567016548,(-0.3554155352096171-0.23309516222933252j)
"(-3.0, -0.23076923)",[-3.         -0.23076923],3.008862648496071,-3.064820762574917,(0.0875406311936178-0.432601487212828j)
"(-2.84615385, -0.23076923)",[-2.84615385 -0.23076923],2.855494033505343,-3.060688554811921,(-0.3717233647811452-0.26332209830540326j)
"(-2.69230769, -0.23076923)",[-2.69230769 -0.23076923],2.7021797007504755,-3.0560873601222855,(-0.4046459825085658+0.2413767219337574j)
"(-2.53846154, -0.23076923)",[-2.53846154 -0.23076923],2.548929466967253,-3.050932766744239,(0.05911451032681029+0.48493880497493325j)
"(-2.38461538, -0.23076923)",[-2.38461538 -0.23076923],2.3957556110854332,-3.045118878541227,(0.48599377058136306+0.14776242006317358j)
"(-2.23076923, -0.23076923)",[-2.23076923 -0.23076923],2.24267380486543,-3.0385110453729753,(0.3460216432332493-0.401344449188717j)
"(-2.07692308, -0.23076923)",[-2.07692308 -0.23076923],2.0897042656202527,-3.0309354329443527,(-0.2379434092516663-0.5013893936200903j)
"(-1.92307692, -0.23076923)",[-1.92307692 -0.23076923],1.9368735833170627,-3.022163727776502,(-0.5837746733773129+0.015840019446627822j)
"(-1.76923077, -0.23076923)",[-1.76923077 -0.23076923],1.7842174629314629,-3.0118901169171526,(-0.2341349605373697+0.5720096983965036j)
"(-1.61538462, -0.23076923)",[-1.61538462 -0.23076923],1.6317848841214753,-2.999695599852296,(0.4573349319835122+0.47434504678412465j)
