index,x,value,0,1
"(1.481012658227848, -2.9240506329113924)","(1.481012658227848, -2.9240506329113924)",(-0.27037722717054824-0.09244582139911106j),(0.27043839128556224+0.09405460303518484j),(-0.5408156184561105-0.1865004244342959j)
"(1.556962025316456, -2.9240506329113924)","(1.556962025316456, -2.9240506329113924)",(-0.22577624987405723-0.18019221355465045j),(0.21759967032321972+0.1861606385903897j),(-0.44337592019727695-0.36635285214504015j)
"(1.6329113924050631, -2.9240506329113924)","(1.6329113924050631, -2.9240506329113924)",(-0.14985850901980108-0.2524357942810828j),(0.13349791067377875+0.2534968046290859j),(-0.28335641969357983-0.5059325989101687j)
"(1.708860759493671, -2.9240506329113924)","(1.708860759493671, -2.9240506329113924)",(-0.04835830349937217-0.29489132406856994j),(0.029015810069921218+0.28523737142256683j),(-0.07737411356929338-0.5801286954911368j)
"(1.7848101265822782, -2.9240506329113924)","(1.7848101265822782, -2.9240506329113924)",(0.06598818739197318-0.296069552082006j),(-0.08110496642024542+0.2752588719157111j),(0.1470931538122186-0.5713284239977171j)
"(1.8607594936708862, -2.9240506329113924)","(1.8607594936708862, -2.9240506329113924)",(0.17499936139968733-0.25085030964518273j),(-0.18030372293363275+0.22355577495061305j),(0.3553030843333201-0.47440608459579575j)
"(1.9367088607594942, -2.9240506329113924)","(1.9367088607594942, -2.9240506329113924)",(0.25845213706599895-0.16307473992816385j),(-0.25277315056448507+0.13675979968438673j),(0.511225287630484-0.2998345396125506j)
"(2.0126582278481013, -2.9240506329113924)","(2.0126582278481013, -2.9240506329113924)",(0.29870757009191984-0.046211624322527914j),(-0.28616375665316807+0.027558639269315465j),(0.5848713267450879-0.07377026359184338j)
"(2.0886075949367093, -2.9240506329113924)","(2.0886075949367093, -2.9240506329113924)",(0.2854465306822566+0.07844292860767804j),(-0.273940544420427-0.08700796825529267j),(0.5593870751026836+0.1654508968629707j)
"(2.1645569620253164, -2.9240506329113924)","(2.1645569620253164, -2.9240506329113924)",(0.21918227353358508+0.18592762778565433j),(-0.2169172570249334-0.18818385597994045j),(0.43609953055851847+0.3741114837655948j)
"(2.2405063291139244, -2.9240506329113924)","(2.2405063291139244, -2.9240506329113924)",(0.11237321967069429+0.25331732259721385j),(-0.12359481569746954-0.2586686231953399j),(0.23596803536816383+0.5119859457925537j)
"(2.3164556962025316, -2.9240506329113924)","(2.3164556962025316, -2.9240506329113924)",(-0.012499637819894603+0.26556917199494817j),(-0.009120991565022456-0.2857802082014293j),(-0.0033786462548721467+0.5513493801963775j)
"(2.3924050632911396, -2.9240506329113924)","(2.3924050632911396, -2.9240506329113924)",(-0.12771831282812446+0.21989507149257426j),(0.10705983365639485-0.2640029427038312j),(-0.2347781464845193+0.48389801419640543j)
"(2.4683544303797467, -2.9240506329113924)","(2.4683544303797467, -2.9240506329113924)",(-0.20694801590073578+0.12727982034264787j),(0.20452996109741303-0.19637476790096395j),(-0.4114779769981488+0.3236545882436118j)
"(2.5443037974683547, -2.9240506329113924)","(2.5443037974683547, -2.9240506329113924)",(-0.23201985102852413+0.010445535849817153j),(0.2656288266126058-0.0943456870335725j),(-0.4976486776411299+0.10479122288338966j)
"(2.620253164556962, -2.9240506329113924)","(2.620253164556962, -2.9240506329113924)",(-0.1979940971954216-0.10147526387910066j),(0.278888605353919+0.023985873563830966j),(-0.4768827025493406-0.12546113744293164j)
"(2.6962025316455698, -2.9240506329113924)","(2.6962025316455698, -2.9240506329113924)",(-0.11495400049665627-0.18031976503339547j),(0.24147006130899712+0.13702936648125336j),(-0.3564240618056534-0.31734913151464883j)
"(2.7721518987341778, -2.9240506329113924)","(2.7721518987341778, -2.9240506329113924)",(-0.005802133786892594-0.20639718099006837j),(0.16003955512648685+0.22371547386588142j),(-0.16584168891337944-0.4301126548559498j)
"(2.848101265822785, -2.9240506329113924)","(2.848101265822785, -2.9240506329113924)",(0.09956450514017-0.17400718774350338j),(0.049806657691713385+0.2676099363688701j),(0.04975784744845661-0.44161712411237347j)
"(2.924050632911393, -2.9240506329113924)","(2.924050632911393, -2.9240506329113924)",(0.172250869906666-0.09330466939205517j),(-0.06819466028880942+0.2602927723547576j),(0.24044553019547543-0.3535974417468128j)
"(3.0, -2.9240506329113924)","(3.0, -2.9240506329113924)",(0.19236550184357393+0.01219882825059937j),(-0.17112189785634396+0.2032628519393308j),(0.3634873996999179-0.19106402368873143j)
"(-3.0, -2.848101265822785)","(-3.0, -2.848101265822785)",(0.307980500009677-0.21175721062011266j),(0.21597151517977933+0.0704557183152703j),(0.09200898482989767-0.28221292893538297j)
"(-2.9240506329113924, -2.848101265822785)","(-2.9240506329113924, -2.848101265822785)",(0.18428067075892318-0.2758927293930936j),(0.23942968220413685+0.01722032622223346j),(-0.055149011445213655-0.2931130556153271j)
"(-2.848101265822785, -2.848101265822785)","(-2.848101265822785, -2.848101265822785)",(0.05978197785205047-0.2736600297425429j),(0.2491785649155715-0.04167205805464913j),(-0.18939658706352103-0.23198797168789373j)
"(-2.7721518987341773, -2.848101265822785)","(-2.7721518987341773, -2.848101265822785)",(-0.0336281104256263-0.21652952520143498j),(0.24429534530504776-0.10228765834610033j),(-0.27792345573067406-0.11424186685533463j)
"(-2.6962025316455698, -2.848101265822785)","(-2.6962025316455698, -2.848101265822785)",(-0.07455704861682041-0.12960593260969627j),(0.22507903336846727-0.16071431501443795j),(-0.2996360819852877+0.03110838240474167j)
"(-2.620253164556962, -2.848101265822785)","(-2.620253164556962, -2.848101265822785)",(-0.05710695724172074-0.044542936143652595j),(0.19292571132079442-0.21343940249818907j),(-0.25003266856251516+0.16889646635453648j)
"(-2.5443037974683547, -2.848101265822785)","(-2.5443037974683547, -2.848101265822785)",(0.008272281861151726+0.008888329402667539j),(0.15009665161936037-0.2576417763524326j),(-0.14182436975820864+0.26653010575510017j)
"(-2.4683544303797467, -2.848101265822785)","(-2.4683544303797467, -2.848101265822785)",(0.09809639766968861+0.010384931234500072j),(0.09942333567117949-0.2913739577821924j),(-0.001326938001490874+0.30175888901669246j)
"(-2.392405063291139, -2.848101265822785)","(-2.392405063291139, -2.848101265822785)",(0.1822915201308667-0.046012133447941084j),(0.04399459048208431-0.3136296875398008j),(0.13829692964878237+0.2676175540918597j)
"(-2.3164556962025316, -2.848101265822785)","(-2.3164556962025316, -2.848101265822785)",(0.23200391737251283-0.1508328037097472j),(-0.01313461751094364-0.3243080104395769j),(0.24513853488345647+0.17347520672982972j)
"(-2.240506329113924, -2.848101265822785)","(-2.240506329113924, -2.848101265822785)",(0.22676773420984242-0.2819541561661765j),(-0.06918341062741552-0.3240962643090678j),(0.29595114483725793+0.042142108142891294j)
"(-2.1645569620253164, -2.848101265822785)","(-2.1645569620253164, -2.848101265822785)",(0.15930378885173962-0.4103446035818116j),(-0.12181712296649311-0.31430005411908757j),(0.28112091181823273-0.09604454946272403j)
"(-2.088607594936709, -2.848101265822785)","(-2.088607594936709, -2.848101265822785)",(0.03691637307195983-0.5072063004476349j),(-0.16924606533003977-0.29664886836040494j),(0.2061624384019996-0.21055743208723j)
"(-2.0126582278481013, -2.848101265822785)","(-2.0126582278481013, -2.848101265822785)",(-0.12064232544444381-0.5507075908334667j),(-0.21025554362576027-0.2731025551186459j),(0.08961321818131646-0.2776050357148207j)
"(-1.9367088607594936, -2.848101265822785)","(-1.9367088607594936, -2.848101265822785)",(-0.2861020163980747-0.5307240578316759j),(-0.24417864977723774-0.2456778968580569j),(-0.041923366620836955-0.285046160973619j)
"(-1.860759493670886, -2.848101265822785)","(-1.860759493670886, -2.848101265822785)",(-0.4310406286282199-0.4506049546572425j),(-0.2708270587387164-0.21630750113718464j),(-0.1602135698895035-0.23429745352005787j)
"(-1.7848101265822784, -2.848101265822785)","(-1.7848101265822784, -2.848101265822785)",(-0.5320927342934333-0.3257714500818488j),(-0.2903959123616363-0.1867364185714787j),(-0.24169682193179698-0.13903503151037014j)
"(-1.7088607594936709, -2.848101265822785)","(-1.7088607594936709, -2.848101265822785)",(-0.5755769890840511-0.17972149096195705j),(-0.3033575291479228-0.1584561904780413j),(-0.2722194599361283-0.021265300483915745j)
"(-1.6329113924050633, -2.848101265822785)","(-1.6329113924050633, -2.848101265822785)",(-0.5596190972984978-0.038575318731025265j),(-0.31035596902111534-0.1326718854105686j),(-0.24926312827738242+0.09409656667954333j)
"(-1.5569620253164556, -2.848101265822785)","(-1.5569620253164556, -2.848101265822785)",(-0.49352010416449943+0.07447153346594287j),(-0.31211119266881343-0.11029521042464444j),(-0.18140891149568603+0.1847667438905873j)
"(-1.481012658227848, -2.848101265822785)","(-1.481012658227848, -2.848101265822785)",(-0.3947843405507107+0.14353841561818548j),(-0.3093383252038511-0.0919558163177969j),(-0.0854460153468596+0.23549423193598237j)
"(-1.4050632911392404, -2.848101265822785)","(-1.4050632911392404, -2.848101265822785)",(-0.28471602814940794+0.1624452469409528j),(-0.3026847978049108-0.07802313911790743j),(0.017968769655502877+0.24046838605886023j)
"(-1.3291139240506329, -2.848101265822785)","(-1.3291139240506329, -2.848101265822785)",(-0.18371730771421443+0.13480245775216737j),(-0.29268612164782437-0.0686321649640223j),(0.10896881393360994+0.20343462271618967j)
"(-1.2531645569620253, -2.848101265822785)","(-1.2531645569620253, -2.848101265822785)",(-0.10735103389945522+0.07207207343419869j),(-0.2797397872946069-0.06370803138579867j),(0.1723887533951517+0.13578010481999736j)
"(-1.1772151898734178, -2.848101265822785)","(-1.1772151898734178, -2.848101265822785)",(-0.06392206889849517-0.009708331391144048j),(-0.26409618655254585-0.06298611639609998j),(0.2001741176540507+0.05327778500495593j)
"(-1.10126582278481, -2.848101265822785)","(-1.10126582278481, -2.848101265822785)",(-0.05388664720179376-0.093640716926124j),(-0.2458653446594498-0.06602603658077234j),(0.19197869745765606-0.027614680345351656j)
"(-1.0253164556962024, -2.848101265822785)","(-1.0253164556962024, -2.848101265822785)",(-0.07094564065897171-0.1652548787546761j),(-0.22503840926265095-0.07221967315031456j),(0.15409276860367924-0.09303520560436151j)
"(-0.9493670886075947, -2.848101265822785)","(-0.9493670886075947, -2.848101265822785)",(-0.1043244546456523-0.21473365611623485j),(-0.20152304175312316-0.08079491989491955j),(0.09719858710747085-0.1339387362213153j)
"(-0.8734177215189871, -2.848101265822785)","(-0.8734177215189871, -2.848101265822785)",(-0.14155955166454331-0.2377813861556614j),(-0.17519188418185327-0.09081826814627755j),(0.03363233251730996-0.14696311800938386j)
"(-0.7974683544303796, -2.848101265822785)","(-0.7974683544303796, -2.848101265822785)",(-0.17111660184224342-0.2351981120098151j),(-0.14594295191955975-0.10120056722144914j),(-0.025173649922683686-0.13399754478836595j)
"(-0.721518987341772, -2.848101265822785)","(-0.721518987341772, -2.848101265822785)",(-0.18432632262980153-0.21150397293894171j),(-0.11376999742037754-0.11071124072964435j),(-0.07055632520942398-0.10079273220929737j)
"(-0.6455696202531644, -2.848101265822785)","(-0.6455696202531644, -2.848101265822785)",(-0.17637589755785874-0.1731102448009409j),(-0.07883953935799509-0.11800676047400392j),(-0.09753635819986364-0.055103484326936965j)
"(-0.5696202531645569, -2.848101265822785)","(-0.5696202531645569, -2.848101265822785)",(-0.14635932345607744-0.12654114805339967j),(-0.041569378323271775-0.12167908553697021j),(-0.10478994513280568-0.004862062516429469j)
"(-0.49367088607594933, -2.848101265822785)","(-0.49367088607594933, -2.848101265822785)",(-0.09660164048137293-0.07709741909703227j),(-0.002701163646614626-0.12032883206448727j),(-0.0939004768347583+0.043231412967455j)
"(-0.4177215189873418, -2.848101265822785)","(-0.4177215189873418, -2.848101265822785)",(-0.031587525172592834-0.028168181556552874j),(0.036642788734499165-0.11266591878342952j),(-0.068230313907092+0.08449773722687665j)
"(-0.3417721518987342, -2.848101265822785)","(-0.3417721518987342, -2.848101265822785)",(0.04316620211543172+0.01879983954053692j),(0.0749302756584852-0.0976371663445007j),(-0.03176407354305348+0.11643700588503762j)
"(-0.26582278481012667, -2.848101265822785)","(-0.26582278481012667, -2.848101265822785)",(0.12203323234206462+0.063826435171178j),(0.11023060076530079-0.07457578697945849j),(0.011802631576763829+0.1384022221506365j)
"(-0.1898734177215191, -2.848101265822785)","(-0.1898734177215191, -2.848101265822785)",(0.19986290040334553+0.10765624432203245j),(0.14027923459624864-0.04336208110256641j),(0.05958366580709689+0.15101832542459886j)
"(-0.11392405063291111, -2.848101265822785)","(-0.11392405063291111, -2.848101265822785)",(0.27222869031017094+0.15100479857061755j),(0.1626058304578421-0.004578456214853057j),(0.10962285985232886+0.1555832547854706j)
"(-0.037974683544303556, -2.848101265822785)","(-0.037974683544303556, -2.848101265822785)",(0.3354420355448908+0.193993924329257j),(0.1747303969957472+0.04036405747563242j),(0.16071163854914364+0.15362986685362456j)
"(0.037974683544304, -2.848101265822785)","(0.037974683544304, -2.848101265822785)",(0.38647911836202475+0.2358885897952302j),(0.17442418248080338+0.08915512739248506j),(0.21205493588122137+0.14673346240274512j)
"(0.11392405063291156, -2.848101265822785)","(0.11392405063291156, -2.848101265822785)",(0.42295492171796767+0.2751506332260288j),(0.16002087937989554+0.13859927103003816j),(0.26293404233807216+0.13655136219599062j)
"(0.1898734177215191, -2.848101265822785)","(0.1898734177215191, -2.848101265822785)",(0.44321907277009875+0.3097465466050505j),(0.13075101664622574+0.18474120476920847j),(0.312468056123873+0.12500534183584203j)
"(0.26582278481012667, -2.848101265822785)","(0.26582278481012667, -2.848101265822785)",(0.4465662962884128+0.3376010865883411j),(0.0870595140648006+0.22312062444276015j),(0.3595067822236122+0.11448046214558093j)
"(0.3417721518987342, -2.848101265822785)","(0.3417721518987342, -2.848101265822785)",(0.43347860751995426+0.35707774843823314j),(0.030855666167905763+0.2491604385202062j),(0.4026229413520485+0.10791730991802698j)
"(0.4177215189873418, -2.848101265822785)","(0.4177215189873418, -2.848101265822785)",(0.4057712154873706+0.367382590578031j),(-0.034360881544712604+0.25867257694841406j),(0.4401320970320832+0.10871001362961696j)
"(0.49367088607594933, -2.848101265822785)","(0.49367088607594933, -2.848101265822785)",(0.3665148349099684+0.3688159859842265j),(-0.10355242794837274+0.24844161753851798j),(0.47006726285834116+0.12037436844570851j)
"(0.5696202531645569, -2.848101265822785)","(0.5696202531645569, -2.848101265822785)",(0.3196567676965944+0.36282517199699904j),(-0.17041565685908744+0.2168217376192525j),(0.49007242455568184+0.14600343437774652j)
"(0.6455696202531644, -2.848101265822785)","(0.6455696202531644, -2.848101265822785)",(0.2693517400075822+0.35183281918120834j),(-0.22789239476418152+0.16426132803339047j),(0.49724413477176377+0.1875714911478179j)
"(0.7215189873417724, -2.848101265822785)","(0.7215189873417724, -2.848101265822785)",(0.21911947321540048+0.33883568194433206j),(-0.268902679878802+0.0936572090660529j),(0.4880221530942025+0.24517847287827915j)
"(0.79746835443038, -2.848101265822785)","(0.79746835443038, -2.848101265822785)",(0.1710394885138683+0.3267920965805166j),(-0.2872427408641661+0.010441911720111833j),(0.4582822293780344+0.3163501848604048j)
"(0.8734177215189876, -2.848101265822785)","(0.8734177215189876, -2.848101265822785)",(0.12524221558442916+0.3178582923072516j),(-0.2785476591982637-0.07767312139875383j),(0.40378987478269285+0.3955314137060054j)
"(0.9493670886075951, -2.848101265822785)","(0.9493670886075951, -2.848101265822785)",(0.07993195686739896+0.31259486961345384j),(-0.2411821212668563-0.16133681289646437j),(0.32111407813425524+0.4739316825099182j)
"(1.0253164556962027, -2.848101265822785)","(1.0253164556962027, -2.848101265822785)",(0.03206938398002135+0.3093353622959247j),(-0.17690167343103388-0.23056256092834498j),(0.20897105741105523+0.5398979232242697j)
"(1.1012658227848107, -2.848101265822785)","(1.1012658227848107, -2.848101265822785)",(-0.021339704658442704+0.3039598200008148j),(-0.0911295907878326-0.27601245518905804j),(0.0697898861293899+0.5799722751898728j)
"(1.1772151898734178, -2.848101265822785)","(1.1772151898734178, -2.848101265822785)",(-0.08161768848338763+0.2903075998425041j),(0.007273431598386514-0.2904090426910696j),(-0.08889112008177415+0.5807166425335737j)
"(1.2531645569620258, -2.848101265822785)","(1.2531645569620258, -2.848101265822785)",(-0.14690551054644202+0.26136013157626536j),(0.10680694679116837-0.269866746526114j),(-0.2537124573376104+0.5312268781023793j)
"(1.3291139240506329, -2.848101265822785)","(1.3291139240506329, -2.848101265822785)",(-0.21131195533797303+0.21111939450940778j),(0.1946678383662816-0.21490624206859057j),(-0.40597979370425463+0.42602563657799836j)
"(1.4050632911392409, -2.848101265822785)","(1.4050632911392409, -2.848101265822785)",(-0.26519264556429756+0.13683976940447937j),(0.2584968382997396-0.1309248339952407j),(-0.5236894838640371+0.2677646033997201j)
